year,id,name,surface,held
2010,W-PM-CHN-01A-2010,Beijing                                                                                             ,Hard,2010-10-04
2012,D033,Fed Cup G1 RRC: GBR vs POR                                                                          ,Hard,2012-02-01
2010,D008,Fed Cup WG2 R1: SVK vs CHN                                                                          ,Hard,2010-02-06
2011,D055,Fed Cup G2 RRA: INA vs PAK                                                                          ,Hard,2011-01-31
2011,D151,Fed Cup G2 PO: DOM vs CRC                                                                           ,Hard,2011-05-21
2016,W-FC-2016-G1-EPA-C-M-CRO-TUR-01,Fed Cup G1 RR: CRO vs TUR                                                                           ,Hard,2016-02-04
2018,W-FC-2018-G2-AM-B-A-M-CRC-HON-01,Fed Cup G2 RR: CRC vs HON                                                                           ,Clay,2018-07-19
2010,D087,Fed Cup G1 PO: SUI vs SLO                                                                           ,Hard,2010-02-06
2012,D161,Fed Cup G2 PO: MNE vs GEO                                                                           ,Clay,2012-04-21
2019,W-FC-2019-G2-AM-B-A-M-VEN-CUB-01,Fed Cup G2 RR: VEN vs CUB                                                                           ,Hard,2019-04-19
2010,W-PR-POL-01A-2010,Warsaw                                                                                              ,Clay,2010-05-17
2012,D105,Fed Cup G3 RRA: MAR vs ARM                                                                          ,Clay,2012-04-20
2012,D017,Fed Cup WG2 PO: SUI vs BLR                                                                          ,Hard,2012-04-21
2010,D017,Fed Cup WG2 PO: SWE vs CHN                                                                          ,Hard,2010-04-25
2011,D081,Fed Cup G2 PO: PHI vs SIN                                                                           ,Hard,2011-01-31
2016,W-FC-2016-G2-AO-B-M-KGZ-SRI-01,Fed Cup G2 RR: KGZ vs SRI                                                                           ,Hard,2016-04-14
2011,D109,Fed Cup G3 RRB: IRL vs MDA                                                                          ,Clay,2011-05-02
2010,D019,Fed Cup WG2 PO: SLO vs JPN                                                                          ,Clay,2010-04-24
2014,D010,Fed Cup G1 RR: VEN vs MEX                                                                           ,Clay,2014-02-05
2015,D035,Fed Cup WG PO: SVK vs SWE                                                                           ,Clay,2015-04-18
2019,W-FC-2019-WG2-PO-RUS-ITA-01,Fed Cup WG2 R1: RUS vs ITA                                                                          ,Clay,2019-04-20
2015,W-INT-KOR-01A-2015,Seoul                                                                                               ,Hard,2015-09-21
2013,W-PR-AUS-01A-2013,Brisbane                                                                                            ,Hard,2012-12-31
2012,W-INT-AZE-01A-2012,Baku                                                                                                ,Hard,2012-07-23
2017,W-FC-2017-G1-AM-A-M-CAN-VEN-01,Fed Cup G1 RR: CAN vs VEN                                                                           ,Hard,2017-02-09
2015,W-WT-SIN-01A-2015,WTA Finals                                                                                          ,Hard,2015-10-25
2015,W-SL-AUS-01A-2015,Australian Open                                                                                     ,Hard,2015-01-19
2018,W-FC-2018-G1-EPA-REL-POR-SWE-01,Fed Cup G1 REL: POR vs SWE                                                                          ,Hard,2018-02-10
2016,W-FC-2016-G1-EPA-PP5-8-POR-CRO-01,Fed Cup G1 PM: POR vs CRO                                                                           ,Hard,2016-02-06
2016,W-FC-2016-WG2-M-AUS-SVK-01,Fed Cup WG2 R1: AUS vs SVK                                                                          ,Hard,2016-02-06
2013,D057,Fed Cup G1 RRC: ISR vs TUR                                                                          ,Hard,2013-02-06
2018,W-FC-2018-G1-AO-B-M-THA-KOR-01,Fed Cup G1 RR: THA vs KOR                                                                           ,Hard,2018-02-09
2015,W-PR-BEL-01A-2015,Antwerp                                                                                             ,Hard,2015-02-09
2013,D104,Fed Cup G1 PO: COL vs PAR                                                                           ,Clay,2013-02-09
2013,D014,Fed Cup WG2 R1: FRA vs GER                                                                          ,Clay,2013-02-09
2016,1050,Hobart                                                                                              ,Hard,2016-01-11
2016,W-FC-2016-WG-M-CZE-SUI-01,Fed Cup WG SF: CZE vs SUI                                                                           ,Hard,2016-04-16
2018,M004,Acapulco                                                                                            ,Hard,2018-02-26
2011,W-INT-JPN-01A-2011,Osaka                                                                                               ,Hard,2011-10-10
2015,W-INT-POL-01A-2015,Katowice                                                                                            ,Hard,2015-04-06
2017,W-FC-2017-G2-AM-A-M-ECU-CUB-01,Fed Cup G2 RR: ECU vs CUB                                                                           ,Clay,2017-07-20
